team_1,team_2,innings,over,ball,over_worm,batter,bowler,runs,wicket,score,wickets_lost,runs_to_win,target
India,Australia,1,0,1,0.16666666666666666,R Sharma,M Starc,1,,1,0,,
India,Australia,1,0,2,0.3333333333333333,S Gill,M Starc,0,,1,0,,
India,Australia,1,0,3,0.5,S Gill,M Starc,0,lbw,1,1,,
India,Australia,1,0,4,0.6666666666666666,V Kohli,M Starc,0,,1,1,,
India,Australia,1,0,5,0.8333333333333334,V Kohli,M Starc,1,,2,1,,
India,Australia,1,0,6,1.0,R Sharma,M Starc,1,,3,1,,
India,Australia,1,1,1,1.1666666666666667,R Sharma,J Hazlewood,0,,3,1,,
India,Australia,1,1,2,1.3333333333333333,R Sharma,J Hazlewood,0,caught,3,2,,
India,Australia,1,1,3,1.5,S Iyer,J Hazlewood,0,,3,2,,
India,Australia,1,1,4,1.6666666666666665,S Iyer,J Hazlewood,0,,3,2,,
India,Australia,1,1,5,1.8333333333333335,S Iyer,J Hazlewood,0,,3,2,,
India,Australia,1,1,6,2.0,S Iyer,J Hazlewood,0,,3,2,,
India,Australia,1,2,1,2.1666666666666665,V Kohli,M Starc,0,,3,2,,
India,Australia,1,2,2,2.3333333333333335,V Kohli,M Starc,0,,3,2,,
India,Australia,1,2,3,2.5,V Kohli,M Starc,0,,3,2,,
India,Australia,1,2,4,2.6666666666666665,V Kohli,M Starc,0,,3,2,,
India,Australia,1,2,5,2.8333333333333335,V Kohli,M Starc,0,,3,2,,
India,Australia,1,2,6,3.0,V Kohli,M Starc,0,caught,3,3,,
India,Australia,1,3,1,3.1666666666666665,S Iyer,J Hazlewood,0,,3,3,,
India,Australia,1,3,2,3.3333333333333335,S Iyer,J Hazlewood,0,,3,3,,
India,Australia,1,3,3,3.5,S Iyer,J Hazlewood,4,,7,3,,
India,Australia,1,3,4,3.6666666666666665,S Iyer,J Hazlewood,0,,7,3,,
India,Australia,1,3,5,3.8333333333333335,S Iyer,J Hazlewood,0,,7,3,,
India,Australia,1,3,6,4.0,S Iyer,J Hazlewood,0,,7,3,,
India,Australia,1,4,1,4.166666666666667,K Rahul,M Starc,0,caught,7,4,,
India,Australia,1,4,2,4.333333333333333,S Yadav,M Starc,0,,7,4,,
India,Australia,1,4,3,4.5,S Yadav,M Starc,1,,8,4,,
India,Australia,1,4,4,4.666666666666667,S Iyer,M Starc,1,,9,4,,
India,Australia,1,4,5,4.833333333333333,S Yadav,M Starc,0,bowled,9,5,,
India,Australia,1,4,6,5.0,R Jadeja,M Starc,0,lbw,9,6,,
India,Australia,1,5,1,5.166666666666667,S Iyer,J Hazlewood,0,,9,6,,
India,Australia,1,5,2,5.333333333333333,S Iyer,J Hazlewood,0,,9,6,,
India,Australia,1,5,3,5.5,S Iyer,J Hazlewood,1,,10,6,,
India,Australia,1,5,4,5.666666666666667,M Shami,J Hazlewood,0,,10,6,,
India,Australia,1,5,5,5.833333333333333,M Shami,J Hazlewood,3,,13,6,,
India,Australia,1,5,6,6.0,S Iyer,J Hazlewood,1,,14,6,,
India,Australia,1,6,1,6.166666666666667,S Iyer,P Cummins,0,,14,6,,
