team_1,team_2,innings,over,ball,over_worm,batter,bowler,runs,wicket,score,wickets_lost,runs_to_win,target
India,Australia,1,0,1,0.16666666666666666,R Sharma,M Starc,1,,1,0,,
India,Australia,1,0,2,0.3333333333333333,S Gill,M Starc,0,,1,0,,
India,Australia,1,0,3,0.5,S Gill,M Starc,0,,1,0,,
India,Australia,1,0,4,0.6666666666666666,S Gill,M Starc,0,,1,0,,
India,Australia,1,0,5,0.8333333333333334,S Gill,M Starc,4,,5,0,,
India,Australia,1,0,6,1.0,S Gill,M Starc,4,,9,0,,
India,Australia,1,1,1,1.1666666666666667,R Sharma,J Hazlewood,0,,9,0,,
India,Australia,1,1,2,1.3333333333333333,R Sharma,J Hazlewood,1,,10,0,,
India,Australia,1,1,3,1.5,S Gill,J Hazlewood,2,,12,0,,
India,Australia,1,1,4,1.6666666666666665,S Gill,J Hazlewood,0,,12,0,,
India,Australia,1,1,5,1.8333333333333335,S Gill,J Hazlewood,4,,16,0,,
India,Australia,1,1,6,2.0,S Gill,J Hazlewood,4,,20,0,,
India,Australia,1,2,1,2.1666666666666665,R Sharma,M Starc,4,,24,0,,
India,Australia,1,2,2,2.3333333333333335,R Sharma,M Starc,0,,24,0,,
India,Australia,1,2,3,2.5,R Sharma,M Starc,0,,24,0,,
India,Australia,1,2,4,2.6666666666666665,R Sharma,M Starc,0,,24,0,,
India,Australia,1,2,5,2.8333333333333335,R Sharma,M Starc,4,,28,0,,
India,Australia,1,2,6,3.0,R Sharma,M Starc,3,,31,0,,
India,Australia,1,3,1,3.1666666666666665,R Sharma,J Hazlewood,0,,31,0,,
India,Australia,1,3,2,3.3333333333333335,R Sharma,J Hazlewood,0,,31,0,,
India,Australia,1,3,3,3.5,R Sharma,J Hazlewood,1,,32,0,,
India,Australia,1,3,4,3.6666666666666665,S Gill,J Hazlewood,4,,36,0,,
India,Australia,1,3,5,3.8333333333333335,S Gill,J Hazlewood,0,,36,0,,
India,Australia,1,3,6,4.0,S Gill,J Hazlewood,0,caught,36,1,,
India,Australia,1,4,1,4.166666666666667,R Sharma,M Starc,3,,39,1,,
India,Australia,1,4,2,4.333333333333333,V Kohli,M Starc,0,,39,1,,
India,Australia,1,4,3,4.5,V Kohli,M Starc,0,,39,1,,
India,Australia,1,4,4,4.666666666666667,V Kohli,M Starc,0,,39,1,,
India,Australia,1,4,5,4.833333333333333,V Kohli,M Starc,0,,39,1,,
India,Australia,1,4,6,5.0,V Kohli,M Starc,1,,40,1,,
India,Australia,1,5,1,5.166666666666667,V Kohli,J Hazlewood,1,,41,1,,
India,Australia,1,5,2,5.333333333333333,R Sharma,J Hazlewood,1,,42,1,,
India,Australia,1,5,3,5.5,V Kohli,J Hazlewood,1,,43,1,,
India,Australia,1,5,4,5.666666666666667,R Sharma,J Hazlewood,5,,48,1,,
India,Australia,1,5,5,5.833333333333333,V Kohli,J Hazlewood,0,,48,1,,
India,Australia,1,5,6,6.0,V Kohli,J Hazlewood,0,,48,1,,
India,Australia,1,6,1,6.166666666666667,R Sharma,M Starc,0,,48,1,,
