team_1,team_2,innings,over,ball,over_worm,batter,bowler,runs,wicket,score,wickets_lost,runs_to_win,target
India,Australia,1,0,1,0.16666666666666666,R Sharma,M Starc,0,,0,0,,
India,Australia,1,0,2,0.3333333333333333,R Sharma,M Starc,0,,0,0,,
India,Australia,1,0,3,0.5,R Sharma,M Starc,0,,0,0,,
India,Australia,1,0,4,0.6666666666666666,R Sharma,M Starc,0,,0,0,,
India,Australia,1,0,5,0.8333333333333334,R Sharma,M Starc,2,,2,0,,
India,Australia,1,0,6,1.0,R Sharma,M Starc,2,,4,0,,
India,Australia,1,1,1,1.1666666666666667,S Gill,J Hazlewood,1,,5,0,,
India,Australia,1,1,2,1.3333333333333333,R Sharma,J Hazlewood,4,,9,0,,
India,Australia,1,1,3,1.5,R Sharma,J Hazlewood,0,,9,0,,
India,Australia,1,1,4,1.6666666666666665,R Sharma,J Hazlewood,0,,9,0,,
India,Australia,1,1,5,1.8333333333333335,R Sharma,J Hazlewood,0,,9,0,,
India,Australia,1,1,6,2.0,R Sharma,J Hazlewood,0,,9,0,,
India,Australia,1,2,1,2.1666666666666665,S Gill,M Starc,1,,10,0,,
India,Australia,1,2,2,2.3333333333333335,R Sharma,M Starc,0,,10,0,,
India,Australia,1,2,3,2.5,R Sharma,M Starc,4,,14,0,,
India,Australia,1,2,4,2.6666666666666665,R Sharma,M Starc,4,,18,0,,
India,Australia,1,2,5,2.8333333333333335,R Sharma,M Starc,0,,18,0,,
India,Australia,1,2,6,3.0,R Sharma,M Starc,4,,22,0,,
India,Australia,1,3,1,3.1666666666666665,S Gill,J Hazlewood,1,,23,0,,
India,Australia,1,3,2,3.3333333333333335,R Sharma,J Hazlewood,1,,24,0,,
India,Australia,1,3,3,3.5,S Gill,J Hazlewood,1,,25,0,,
India,Australia,1,3,4,3.6666666666666665,R Sharma,J Hazlewood,0,,25,0,,
India,Australia,1,3,5,3.8333333333333335,R Sharma,J Hazlewood,0,,25,0,,
India,Australia,1,3,6,4.0,R Sharma,J Hazlewood,3,,28,0,,
India,Australia,1,4,1,4.166666666666667,R Sharma,M Starc,0,,28,0,,
India,Australia,1,4,2,4.333333333333333,R Sharma,M Starc,0,,28,0,,
India,Australia,1,4,3,4.5,R Sharma,M Starc,0,caught,28,1,,
India,Australia,1,4,4,4.666666666666667,V Kohli,M Starc,0,,28,1,,
India,Australia,1,4,5,4.833333333333333,V Kohli,M Starc,0,,28,1,,
India,Australia,1,4,6,5.0,V Kohli,M Starc,0,,28,1,,
India,Australia,1,5,1,5.166666666666667,S Gill,J Hazlewood,1,,29,1,,
India,Australia,1,5,2,5.333333333333333,V Kohli,J Hazlewood,0,,29,1,,
India,Australia,1,5,3,5.5,V Kohli,J Hazlewood,4,,33,1,,
India,Australia,1,5,4,5.666666666666667,V Kohli,J Hazlewood,2,,35,1,,
India,Australia,1,5,5,5.833333333333333,V Kohli,J Hazlewood,0,,35,1,,
India,Australia,1,5,6,6.0,V Kohli,J Hazlewood,4,,39,1,,
India,Australia,1,6,1,6.166666666666667,S Gill,P Cummins,0,,39,1,,
India,Australia,1,6,2,6.333333333333333,S Gill,P Cummins,1,,40,1,,
India,Australia,1,6,3,6.5,V Kohli,P Cummins,1,,41,1,,
India,Australia,1,6,4,6.666666666666667,S Gill,P Cummins,0,,41,1,,
India,Australia,1,6,5,6.833333333333333,S Gill,P Cummins,1,,42,1,,
India,Australia,1,6,6,7.0,V Kohli,P Cummins,0,,42,1,,
