team_1,team_2,innings,over,ball,over_worm,batter,bowler,runs,wicket,score,wickets_lost,runs_to_win,target
India,New Zealand,1,0,1,0.16666666666666666,R Sharma,T Boult,0,,0,0,,
India,New Zealand,1,0,2,0.3333333333333333,R Sharma,T Boult,0,,0,0,,
India,New Zealand,1,0,3,0.5,R Sharma,T Boult,0,,0,0,,
India,New Zealand,1,0,4,0.6666666666666666,R Sharma,T Boult,0,,0,0,,
India,New Zealand,1,0,5,0.8333333333333334,R Sharma,T Boult,4,,4,0,,
India,New Zealand,1,0,6,1.0,R Sharma,T Boult,0,,4,0,,
India,New Zealand,1,1,1,1.1666666666666667,S Gill,T Southee,0,,4,0,,
India,New Zealand,1,1,2,1.3333333333333333,S Gill,T Southee,0,,4,0,,
India,New Zealand,1,1,3,1.5,S Gill,T Southee,0,,4,0,,
India,New Zealand,1,1,4,1.6666666666666665,S Gill,T Southee,1,,5,0,,
India,New Zealand,1,1,5,1.8333333333333335,R Sharma,T Southee,0,,5,0,,
India,New Zealand,1,1,6,2.0,R Sharma,T Southee,4,,9,0,,
India,New Zealand,1,2,1,2.1666666666666665,S Gill,T Boult,1,,10,0,,
India,New Zealand,1,2,2,2.3333333333333335,R Sharma,T Boult,1,,11,0,,
India,New Zealand,1,2,3,2.5,S Gill,T Boult,0,,11,0,,
India,New Zealand,1,2,4,2.6666666666666665,S Gill,T Boult,1,,12,0,,
India,New Zealand,1,2,5,2.8333333333333335,R Sharma,T Boult,0,,12,0,,
India,New Zealand,1,2,6,3.0,R Sharma,T Boult,1,,13,0,,
India,New Zealand,1,3,1,3.1666666666666665,R Sharma,T Southee,1,,14,0,,
India,New Zealand,1,3,2,3.3333333333333335,S Gill,T Southee,1,,15,0,,
India,New Zealand,1,3,3,3.5,R Sharma,T Southee,0,,15,0,,
India,New Zealand,1,3,4,3.6666666666666665,R Sharma,T Southee,0,,15,0,,
India,New Zealand,1,3,5,3.8333333333333335,R Sharma,T Southee,0,,15,0,,
India,New Zealand,1,3,6,4.0,R Sharma,T Southee,4,,19,0,,
India,New Zealand,1,4,1,4.166666666666667,S Gill,T Boult,2,,21,0,,
India,New Zealand,1,4,2,4.333333333333333,S Gill,T Boult,0,bowled,21,1,,
India,New Zealand,1,4,3,4.5,V Kohli,T Boult,4,,25,1,,
India,New Zealand,1,4,4,4.666666666666667,V Kohli,T Boult,1,,26,1,,
India,New Zealand,1,4,5,4.833333333333333,R Sharma,T Boult,0,,26,1,,
India,New Zealand,1,4,6,5.0,R Sharma,T Boult,0,,26,1,,
India,New Zealand,1,5,1,5.166666666666667,V Kohli,M Santner,1,,27,1,,
India,New Zealand,1,5,2,5.333333333333333,R Sharma,M Santner,0,,27,1,,
India,New Zealand,1,5,3,5.5,R Sharma,M Santner,1,,28,1,,
India,New Zealand,1,5,4,5.666666666666667,V Kohli,M Santner,0,,28,1,,
India,New Zealand,1,5,5,5.833333333333333,V Kohli,M Santner,0,,28,1,,
India,New Zealand,1,5,6,6.0,V Kohli,M Santner,0,,28,1,,
India,New Zealand,1,6,1,6.166666666666667,R Sharma,T Boult,0,,28,1,,
India,New Zealand,1,6,2,6.333333333333333,R Sharma,T Boult,0,,28,1,,
India,New Zealand,1,6,3,6.5,R Sharma,T Boult,0,,28,1,,
India,New Zealand,1,6,4,6.666666666666667,R Sharma,T Boult,0,,28,1,,
India,New Zealand,1,6,5,6.833333333333333,R Sharma,T Boult,6,,34,1,,
India,New Zealand,1,6,6,7.0,R Sharma,T Boult,0,,34,1,,
India,New Zealand,1,7,1,7.166666666666667,V Kohli,L Ferguson,0,,34,1,,
India,New Zealand,1,7,2,7.333333333333333,V Kohli,L Ferguson,0,caught,34,2,,
India,New Zealand,1,7,3,7.5,S Iyer,L Ferguson,1,,35,2,,
India,New Zealand,1,7,4,7.666666666666667,R Sharma,L Ferguson,0,,35,2,,
India,New Zealand,1,7,5,7.833333333333333,R Sharma,L Ferguson,4,,39,2,,
India,New Zealand,1,7,6,8.0,R Sharma,L Ferguson,1,,40,2,,
India,New Zealand,1,8,1,8.166666666666666,R Sharma,T Southee,1,,41,2,,
India,New Zealand,1,8,2,8.333333333333334,S Iyer,T Southee,0,,41,2,,
India,New Zealand,1,8,3,8.5,S Iyer,T Southee,0,,41,2,,
India,New Zealand,1,8,4,8.666666666666666,S Iyer,T Southee,0,,41,2,,
India,New Zealand,1,8,5,8.833333333333334,S Iyer,T Southee,0,,41,2,,
India,New Zealand,1,8,6,9.0,S Iyer,T Southee,4,,45,2,,
India,New Zealand,1,9,1,9.166666666666666,R Sharma,L Ferguson,1,,46,2,,
India,New Zealand,1,9,2,9.333333333333334,S Iyer,L Ferguson,0,,46,2,,
India,New Zealand,1,9,3,9.5,S Iyer,L Ferguson,1,,47,2,,
India,New Zealand,1,9,4,9.666666666666666,R Sharma,L Ferguson,1,,48,2,,
India,New Zealand,1,9,5,9.833333333333334,S Iyer,L Ferguson,0,,48,2,,
India,New Zealand,1,9,6,10.0,S Iyer,L Ferguson,1,,49,2,,
India,New Zealand,1,10,1,10.166666666666666,S Iyer,T Southee,0,,49,2,,
India,New Zealand,1,10,2,10.333333333333334,S Iyer,T Southee,0,,49,2,,
India,New Zealand,1,10,3,10.5,S Iyer,T Southee,0,,49,2,,
India,New Zealand,1,10,4,10.666666666666666,S Iyer,T Southee,0,,49,2,,
India,New Zealand,1,10,5,10.833333333333334,S Iyer,T Southee,0,,49,2,,
India,New Zealand,1,10,6,11.0,S Iyer,T Southee,2,,51,2,,
India,New Zealand,1,11,1,11.166666666666666,R Sharma,M Santner,1,,52,2,,
India,New Zealand,1,11,2,11.333333333333334,S Iyer,M Santner,2,,54,2,,
