team_1,team_2,innings,over,ball,over_worm,batter,bowler,runs,wicket,score,wickets_lost,runs_to_win,target
India,Australia,1,0,1,0.16666666666666666,R Sharma,M Starc,4,,4,0,,
India,Australia,1,0,2,0.3333333333333333,R Sharma,M Starc,4,,8,0,,
India,Australia,1,0,3,0.5,R Sharma,M Starc,0,,8,0,,
India,Australia,1,0,4,0.6666666666666666,R Sharma,M Starc,4,,12,0,,
India,Australia,1,0,5,0.8333333333333334,R Sharma,M Starc,4,,16,0,,
India,Australia,1,0,6,1.0,R Sharma,M Starc,4,,20,0,,
India,Australia,1,1,1,1.1666666666666667,S Gill,J Hazlewood,0,,20,0,,
India,Australia,1,1,2,1.3333333333333333,S Gill,J Hazlewood,1,,21,0,,
India,Australia,1,1,3,1.5,R Sharma,J Hazlewood,4,,25,0,,
India,Australia,1,1,4,1.6666666666666665,R Sharma,J Hazlewood,0,,25,0,,
India,Australia,1,1,5,1.8333333333333335,R Sharma,J Hazlewood,0,,25,0,,
India,Australia,1,1,6,2.0,R Sharma,J Hazlewood,0,,25,0,,
India,Australia,1,2,1,2.1666666666666665,S Gill,M Starc,0,,25,0,,
India,Australia,1,2,2,2.3333333333333335,S Gill,M Starc,6,,31,0,,
India,Australia,1,2,3,2.5,S Gill,M Starc,0,,31,0,,
India,Australia,1,2,4,2.6666666666666665,S Gill,M Starc,1,,32,0,,
India,Australia,1,2,5,2.8333333333333335,R Sharma,M Starc,1,,33,0,,
India,Australia,1,2,6,3.0,S Gill,M Starc,0,,33,0,,
India,Australia,1,3,1,3.1666666666666665,R Sharma,J Hazlewood,0,,33,0,,
India,Australia,1,3,2,3.3333333333333335,R Sharma,J Hazlewood,0,caught,33,1,,
India,Australia,1,3,3,3.5,V Kohli,J Hazlewood,0,,33,1,,
India,Australia,1,3,4,3.6666666666666665,V Kohli,J Hazlewood,0,,33,1,,
India,Australia,1,3,5,3.8333333333333335,V Kohli,J Hazlewood,0,,33,1,,
India,Australia,1,3,6,4.0,V Kohli,J Hazlewood,2,,35,1,,
India,Australia,1,4,1,4.166666666666667,S Gill,M Starc,2,,37,1,,
India,Australia,1,4,2,4.333333333333333,S Gill,M Starc,4,,41,1,,
India,Australia,1,4,3,4.5,S Gill,M Starc,0,,41,1,,
India,Australia,1,4,4,4.666666666666667,S Gill,M Starc,0,,41,1,,
India,Australia,1,4,5,4.833333333333333,S Gill,M Starc,2,,43,1,,
India,Australia,1,4,6,5.0,S Gill,M Starc,1,,44,1,,
India,Australia,1,5,1,5.166666666666667,S Gill,J Hazlewood,0,,44,1,,
India,Australia,1,5,2,5.333333333333333,S Gill,J Hazlewood,1,,45,1,,
India,Australia,1,5,3,5.5,V Kohli,J Hazlewood,1,,46,1,,
India,Australia,1,5,4,5.666666666666667,S Gill,J Hazlewood,0,,46,1,,
India,Australia,1,5,5,5.833333333333333,S Gill,J Hazlewood,1,,47,1,,
India,Australia,1,5,6,6.0,V Kohli,J Hazlewood,0,,47,1,,
India,Australia,1,6,1,6.166666666666667,S Gill,P Cummins,4,,51,1,,
India,Australia,1,6,2,6.333333333333333,S Gill,P Cummins,0,,51,1,,
India,Australia,1,6,3,6.5,S Gill,P Cummins,1,,52,1,,
India,Australia,1,6,4,6.666666666666667,V Kohli,P Cummins,2,,54,1,,
India,Australia,1,6,5,6.833333333333333,V Kohli,P Cummins,0,,54,1,,
India,Australia,1,6,6,7.0,V Kohli,P Cummins,0,,54,1,,
India,Australia,1,7,1,7.166666666666667,S Gill,G Maxwell,1,,55,1,,
India,Australia,1,7,2,7.333333333333333,V Kohli,G Maxwell,4,,59,1,,
India,Australia,1,7,3,7.5,V Kohli,G Maxwell,1,,60,1,,
India,Australia,1,7,4,7.666666666666667,S Gill,G Maxwell,4,,64,1,,
India,Australia,1,7,5,7.833333333333333,S Gill,G Maxwell,0,,64,1,,
India,Australia,1,7,6,8.0,S Gill,G Maxwell,1,,65,1,,
India,Australia,1,8,1,8.166666666666666,S Gill,P Cummins,0,,65,1,,
India,Australia,1,8,2,8.333333333333334,S Gill,P Cummins,0,,65,1,,
India,Australia,1,8,3,8.5,S Gill,P Cummins,1,,66,1,,
India,Australia,1,8,4,8.666666666666666,V Kohli,P Cummins,1,,67,1,,
India,Australia,1,8,5,8.833333333333334,S Gill,P Cummins,0,,67,1,,
India,Australia,1,8,6,9.0,S Gill,P Cummins,4,,71,1,,
India,Australia,1,9,1,9.166666666666666,V Kohli,G Maxwell,0,,71,1,,
India,Australia,1,9,2,9.333333333333334,V Kohli,G Maxwell,0,,71,1,,
India,Australia,1,9,3,9.5,V Kohli,G Maxwell,0,,71,1,,
India,Australia,1,9,4,9.666666666666666,V Kohli,G Maxwell,0,,71,1,,
India,Australia,1,9,5,9.833333333333334,V Kohli,G Maxwell,4,,75,1,,
India,Australia,1,9,6,10.0,V Kohli,G Maxwell,0,,75,1,,
India,Australia,1,10,1,10.166666666666666,S Gill,P Cummins,6,,81,1,,
India,Australia,1,10,2,10.333333333333334,S Gill,P Cummins,0,,81,1,,
India,Australia,1,10,3,10.5,S Gill,P Cummins,1,,82,1,,
India,Australia,1,10,4,10.666666666666666,V Kohli,P Cummins,1,,83,1,,
India,Australia,1,10,5,10.833333333333334,S Gill,P Cummins,0,,83,1,,
India,Australia,1,10,6,11.0,S Gill,P Cummins,1,,84,1,,
India,Australia,1,11,1,11.166666666666666,S Gill,G Maxwell,0,,84,1,,
India,Australia,1,11,2,11.333333333333334,S Gill,G Maxwell,1,,85,1,,
India,Australia,1,11,3,11.5,V Kohli,G Maxwell,0,,85,1,,
India,Australia,1,11,4,11.666666666666666,V Kohli,G Maxwell,1,,86,1,,
India,Australia,1,11,5,11.833333333333334,S Gill,G Maxwell,0,,86,1,,
India,Australia,1,11,6,12.0,S Gill,G Maxwell,0,,86,1,,
India,Australia,1,12,1,12.166666666666666,V Kohli,M Starc,0,,86,1,,
India,Australia,1,12,2,12.333333333333334,V Kohli,M Starc,0,,86,1,,
India,Australia,1,12,3,12.5,V Kohli,M Starc,1,,87,1,,
India,Australia,1,12,4,12.666666666666666,S Gill,M Starc,1,,88,1,,
India,Australia,1,12,5,12.833333333333334,V Kohli,M Starc,1,,89,1,,
India,Australia,1,12,6,13.0,S Gill,M Starc,0,,89,1,,
India,Australia,1,13,1,13.166666666666666,V Kohli,A Zampa,1,,90,1,,
India,Australia,1,13,2,13.333333333333334,S Gill,A Zampa,1,,91,1,,
India,Australia,1,13,3,13.5,V Kohli,A Zampa,1,,92,1,,
India,Australia,1,13,4,13.666666666666666,S Gill,A Zampa,0,,92,1,,
India,Australia,1,13,5,13.833333333333334,S Gill,A Zampa,0,,92,1,,
India,Australia,1,13,6,14.0,S Gill,A Zampa,0,,92,1,,
India,Australia,1,14,1,14.166666666666666,V Kohli,M Starc,1,,93,1,,
India,Australia,1,14,2,14.333333333333334,S Gill,M Starc,4,,97,1,,
India,Australia,1,14,3,14.5,S Gill,M Starc,0,,97,1,,
India,Australia,1,14,4,14.666666666666666,S Gill,M Starc,0,,97,1,,
India,Australia,1,14,5,14.833333333333334,S Gill,M Starc,1,,98,1,,
India,Australia,1,14,6,15.0,V Kohli,M Starc,1,,99,1,,
India,Australia,1,15,1,15.166666666666666,V Kohli,A Zampa,0,,99,1,,
India,Australia,1,15,2,15.333333333333334,V Kohli,A Zampa,1,,100,1,,
India,Australia,1,15,3,15.5,S Gill,A Zampa,1,,101,1,,
India,Australia,1,15,4,15.666666666666666,V Kohli,A Zampa,1,,102,1,,
India,Australia,1,15,5,15.833333333333334,S Gill,A Zampa,1,,103,1,,
India,Australia,1,15,6,16.0,V Kohli,A Zampa,0,,103,1,,
India,Australia,1,16,1,16.166666666666668,S Gill,M Stoinis,1,,104,1,,
India,Australia,1,16,2,16.333333333333332,V Kohli,M Stoinis,0,,104,1,,
India,Australia,1,16,3,16.5,V Kohli,M Stoinis,1,,105,1,,
India,Australia,1,16,4,16.666666666666668,S Gill,M Stoinis,0,,105,1,,
India,Australia,1,16,5,16.833333333333332,S Gill,M Stoinis,1,,106,1,,
India,Australia,1,16,6,17.0,V Kohli,M Stoinis,0,,106,1,,
India,Australia,1,17,1,17.166666666666668,S Gill,A Zampa,0,,106,1,,
India,Australia,1,17,2,17.333333333333332,S Gill,A Zampa,1,,107,1,,
India,Australia,1,17,3,17.5,V Kohli,A Zampa,0,,107,1,,
India,Australia,1,17,4,17.666666666666668,V Kohli,A Zampa,0,,107,1,,
India,Australia,1,17,5,17.833333333333332,V Kohli,A Zampa,1,,108,1,,
India,Australia,1,17,6,18.0,S Gill,A Zampa,1,,109,1,,
India,Australia,1,18,1,18.166666666666668,S Gill,M Stoinis,0,,109,1,,
India,Australia,1,18,2,18.333333333333332,S Gill,M Stoinis,0,,109,1,,
India,Australia,1,18,3,18.5,S Gill,M Stoinis,1,,110,1,,
India,Australia,1,18,4,18.666666666666668,V Kohli,M Stoinis,0,,110,1,,
India,Australia,1,18,5,18.833333333333332,V Kohli,M Stoinis,1,,111,1,,
India,Australia,1,18,6,19.0,S Gill,M Stoinis,0,,111,1,,
India,Australia,1,19,1,19.166666666666668,V Kohli,G Maxwell,0,lbw,111,2,,
India,Australia,1,19,2,19.333333333333332,S Iyer,G Maxwell,0,,111,2,,
India,Australia,1,19,3,19.5,S Iyer,G Maxwell,1,,112,2,,
India,Australia,1,19,4,19.666666666666668,S Gill,G Maxwell,1,,113,2,,
India,Australia,1,19,5,19.833333333333332,S Iyer,G Maxwell,0,,113,2,,
India,Australia,1,19,6,20.0,S Iyer,G Maxwell,4,,117,2,,
India,Australia,1,20,1,20.166666666666668,S Gill,J Hazlewood,1,,118,2,,
India,Australia,1,20,2,20.333333333333332,S Iyer,J Hazlewood,1,,119,2,,
India,Australia,1,20,3,20.5,S Gill,J Hazlewood,0,,119,2,,
India,Australia,1,20,4,20.666666666666668,S Gill,J Hazlewood,1,,120,2,,
India,Australia,1,20,5,20.833333333333332,S Iyer,J Hazlewood,0,,120,2,,
India,Australia,1,20,6,21.0,S Iyer,J Hazlewood,0,,120,2,,
India,Australia,1,21,1,21.166666666666668,S Gill,P Cummins,4,,124,2,,
India,Australia,1,21,2,21.333333333333332,S Gill,P Cummins,0,,124,2,,
India,Australia,1,21,3,21.5,S Gill,P Cummins,4,,128,2,,
India,Australia,1,21,4,21.666666666666668,S Gill,P Cummins,0,,128,2,,
India,Australia,1,21,5,21.833333333333332,S Gill,P Cummins,4,,132,2,,
